"id","submitdate","lastpage","startlanguage","seed","PERBG1","PERBG1_other","PERBG2","PERBG3","PERBG3_other","PERBG3ING","PERBG3ING_other","PERBG3GEO","PERBG3GEO_other","PERBG3MATH","PERBG3MATH_other","PERBG3PHYS","PERBG3PHYS_other","PERBG3LIFE","PERBG3LIFE_other","PERBG3BIO","PERBG3BIO_other","PERBG3MED","PERBG3MED_other","PERBG3AGRI","PERBG3AGRI_other","PERBG3PSYCH","PERBG3PSYCH_other","PERBG3CHEM","PERBG3CHEM_other","PERBG4","PERBG6","PERBG6_other","PERBG8","RSDP1_1A2","RSDP1_3A4","RSDP1b_1","RSDP1c_1","RSDP1c_2","RSDP1c_3","RSDP1c_4","RSDP1c_5","RSDP1c_6","RSDP1c_7","RSDP1c_8","RSDP1c_9","RSDP1c_10","RSDP1c_11","RSDP1c_other","RSDP3_1","RSDP3_10","RSDP3_11","RSDP3_12","RSDP3_13","RSDP3_14","RSDP3_15","RSDP3_2","RSDP3_3","RSDP3_4","RSDP3_5","RSDP3_6","RSDP3_7","RSDP3_8","RSDP3_9","RSDP3_other","RSDP7","RDMPR10_1","RDMPR10_2","RDMPR10_3","DTPUB6_1","DTPUB1b_1","DTPUB1b_2","DTPUB1b_3","DTPUB1b_other","DTPUB5_1","DTPUB5_2","DTPUB5_3","DTPUB5_4","DTPUB5_5","DTPUB3_1","DTPUB3_2","DTPUB3_3","DTPUB3_4","DTPUB3_5","DTPUB3_6","DTPUB3_7","DTPUB3_other","DTPUB4a_0","DTPUB4a_1","DTPUB4a_2","DTPUB4a_3","DTPUB4a_4","DTPUB4a_5","DTPUB4a_6","DTPUB4a_7","DTPUB4a_other","DTPUB4b_0","DTPUB4b_1","DTPUB4b_2","DTPUB4b_3","DTPUB4b_4","DTPUB4b_5","DTPUB4b_6","DTPUB4b_7","DTPUB4b_other","RSDP10","RDMPR1_0","RDMPR1_1","RDMPR1_2","RDMPR1_3","RDMPR1_other","RDMPR3_0","RDMPR3_1","RDMPR3_2","RDMPR3_3","RDMPR3_other","RDMPR7_2","RDMPR7_3","RDMPR7_4","RDMPR7_5","RDMPR7_6","RDMPR7_7","RDMPR7_8","RDMPR7_9","RDMPR7_other","RDMPR8_2","RDMPR8_3","RDMPR8_4","RDMPR8_5","RDMPR8_6","RDMPR8_7","RDMPR8_8","RDMPR8_9","RDMPR8_10","RDMPR9_2","RDMPR9_3","RDMPR9_4","RDMPR9_5","RDMPR9_6","RDMPR9_7","RDMPR9_8","RDMPR9_9","RDMPR9_10","DTPUB7_0","DTPUB7_1","DTPUB7_21","DTPUB7_22","DTPUB7_23","DTPUB7_24","DTPUB7_31","DTPUB7_32","DTPUB7_33","DTPUB7_41","DTPUB7_42","DTPUB7_43","DTPUB7_44","DTPUB7_51","DTPUB7_52","DTPUB7_61","DTPUB7_62","DTPUB7_71","DTPUB7_72","DTPUB7_81","DTPUB7_82","DTPUB7_83","DTPUB7_91","DTPUB7_92","DTPUB7_93","DTPUB7_other","RDMPR4","RDMPR5","RDMPR6_1","RDMPR6_13","RDMPR6_14","RDMPR6_15","RDMPR6_16","RDMPR6_17","RDMPR6_18","RDMPR6_19","RDMPR6_2","RDMPR6_20","RDMPR6_21","RDMPR6_22","RDMPR6_23","RDMPR6_24","RDMPR6_3","RDMPR6_4","RDMPR6_26","RDMPR6_other","RDMPR12_0","RDMPR12_1","RDMPR12_2","RDMPR12_3","RDMPR12_4","RDMPR12_5","RDMPR12_6","RDMPR12_other","RDMPR11_0","RDMPR11_1","RDMPR11_4","RDMPR11_5","RDMPR11_6","RDMPR11_7","RDMPR11_8","RDMPR11_9","RDMPR11_other","SERVC1_0","SERVC1_1","SERVC1_2","SERVC1_3","SERVC1_4","SERVC1_5","SERVC1_6","SERVC1_7","SERVC1_8","SERVC1_9","SERVC1_other","SERVC2_1","SERVC2_2","SERVC2_3","SERVC2_4","SERVC2_5","SERVC2_6","SERVC3","interviewtime","groupTime201","PERBG1Time","PERBG2Time","PERBG3Time","PERBG3INGTime","PERBG3GEOTime","PERBG3MATHTime","PERBG3PHYSTime","PERBG3LIFETime","PERBG3BIOTime","PERBG3MEDTime","PERBG3AGRITime","PERBG3PSYCHTime","PERBG3CHEMTime","PERBG4Time","PERBG6Time","PERBG8Time","groupTime202","RSDP1Time","RSDP1bTime","RSDP1cTime","RSDP3Time","RSDP7Time","RDMPR10Time","groupTime203","DTPUB6Time","DTPUB1bTime","DTPUB5Time","DTPUB3Time","DTPUB4aTime","DTPUB4bTime","RSDP10Time","groupTime204","RDMPR1Time","RDMPR3Time","RDMPR7Time","RDMPR8Time","RDMPR9Time","DTPUB7Time","RDMPR4Time","RDMPR5Time","RDMPR6Time","RDMPR12Time","RDMPR11Time","groupTime205","SERVC1Time","SERVC2Time","SERVC3Time","PERBG7","RSDP2_6","RSDP2_1","RSDP2_2","RSDP2_3","RSDP2_5","RSDP2_other","RSDP2b_7_1","RSDP2b_7_2","RSDP2b_7_3","RSDP2b_1-1","RSDP2b_1-2","RSDP2b_1-3","RSDP2b_2-1","RSDP2b_2-2","RSDP2b_2-3","RSDP2b_3-1","RSDP2b_3-2","RSDP2b_3-3","RSDP2b_5-1","RSDP2b_5-2","RSDP2b_5-3","RSDP2b_6-1","RSDP2b_6-2","RSDP2b_6-3","RSDP4","RSDP8","RSDP11","RDMPR6_10","RDMPR6_11","RDMPR6_12","RDMPR6_5","RDMPR6_6","RDMPR6_7","RDMPR6_8","RDMPR6_9","RDMPR6_25","groupTime220","PERBG7Time","groupTime221","RSDP2Time","RSDP2bTime","RSDP4Time","RSDP8Time","RSDP11Time","groupTime222","groupTime223","groupTime224","groupTime226","groupTime227","groupTime228","groupTime229","groupTime230","RSDP2_4","RSDP2b_4-1","RSDP2b_4-2","RSDP2b_4-3","groupTime211","groupTime212","groupTime213","groupTime214","groupTime215","groupTime191","groupTime192","groupTime193","groupTime194","groupTime195","groupTime206","groupTime207","groupTime208","groupTime209","groupTime210"
"1115","","4","de","1054193501","DESY","","6","7","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.06","43.19","41.5","35.21",""
"1116","1980-01-01 00:00:00","5","de","1867668399","DESY","","6","7","","","","","","","","-oth-","Beschleuniger","","","","","","","","","","","","","5","3","","2","2","1","5","","","","","","","Y","Y","","","","","","Y","","Y","","Y","","","Y","","Y","","Y","","","","3","ZEMAX","Excel","Origin","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","Y","","1","","","Y","","","","Y","Y","","","Y","","","Y","","","","","","2","","","2","","","","","","3","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","Y","","","Y","Y","Y","","Y","Y","","3","3","2","1","3","2","","1031.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","Y","","Y","","Messung mit Sensoren","","","","Kamera snapshots","","","","","","Ray tracing","","","","","","Aufnahme von Messreihen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.71","542.76","112.51","193.33","96.97"
"1117","","4","de","793536549","GSI","","6","7","","","","","","","","12","","","","","","","","","","","","","","2","2","","1","2","4","95","","","","","","","","","","Y","","","Y","","Y","Y","","Y","Y","","Y","Y","Y","","Y","","","","6","CERN ROOT","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","Y","","","","1","","","Y","","","","","Y","Y","GIT","Y","Y","","Y","","","","","","1","1","","1","","","","","","2","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","Y","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","544.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.06","219.42","107.18","150.51",""
"1118","1980-01-01 00:00:00","5","en","580113519","GSI","","6","7","","","","","","","","4","","","","","","","","","","","","","","2","2","","1","3","1","0","","","","","","","","","","","","","","","Y","Y","Y","","","","","","Y","Y","","","","","0","Python","Excel","FLUKA","80","","","Y","","","","","","","","Y","Y","","Y","","","","Y","","","","","","","","","","","","","","","","","","0","","Y","","","","","Y","","","","Y","","Y","","","","","","","1","","2","","","","","","","","","","","","","","","","","","","","Y","Y","","","","Y","Y","","Y","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","Y","","","","Y","","1","3","3","1","1","3","","501.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Y","","","","","","","","","","","","FLUKA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Excel","","","","","","","","","","","","","52.93","140.61","81.12","162.73","63.69"
"1119","1980-01-01 00:00:00","5","de","1380236318","-oth-","Helmholtz Institut Mainz","6","7","","","","","","","","12","","","","","","","","","","","","","","3","2","","1","4","1","0","","","","","","","","","","","","","","","Y","","","Y","","","","","Y","","Y","","","","3","Geant4","ROOT","","10","","","","","","","","","","","","","","","","","","","","Y","Y","Y","","","","","","","","","","","","","","0","","","Y","","","","Y","","","","","Y","","","Y","","","","","","2","","","1","","","","","","2","","","2","","","","","","","","","","","","Y","Y","","","","","","","","Y","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","Y","","","","","","","","","","Y","Y","","","Y","Y","","3","2","2","2","3","1","","685.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179.54","151.81","116.75","169.88","67.03"
"1120","1980-01-01 00:00:00","5","en","779670923","GSI","","6","7","","","","","","","","12","","","","","","","","","","","","","","4","4","","","5","1","","","","","","","","","","","","","","Y","Y","Y","","Y","Y","Y","","Y","","Y","Y","Y","","","","6","gcc","numpy","matplotlib/gnuplot","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","2","","Y","Y","","","","","","Y","","Y","Y","Y","Y","Y","Y","","","","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","Y","","","","","","Y","","","","2","3","2","1","3","2","","2133.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Y","","","","","","","","","","","","Output from numerical simulations","Postprocessing of the results of the numerical simulations","Plots of the final results","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218.41","1219.23","290.97","282.84","122.05"
"1121","","3","de","978866486","GSI","","6","7","","","","","","","","12","","","","","","","","","","","","","","3","2","","1","5","1","","","","","","","","","","","","","","Y","","","","","","","","","","","","Y","","","","2","C","python","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.01","93.32","47.77","",""
"1122","","0","de","998519224","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1123","1980-01-01 00:00:00","5","de","1393805602","HZB","","6","1","","","","","","","","","","","","","","","","","","","","11","","4","4","","1","1","1","95","","Y","Y","","","Y","","","","","","","Y","","Y","","Y","","Y","","","","Y","","Y","Y","","","4","Python","OriginLab","LabView","10","Y","Y","","","GitLab","GitHub","","","","Y","Y","","","","Y","","","","Y","Y","Y","","Y","Y","","","","","","","","","","","","1","","","Y","","","","Y","","Y","","Y","Y","Y","Y","Y","","","Y","","2","2","2","2","2","","","2","","2","2","2","2","2","","","2","","","","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","Y","Y","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","3","3","2","3","3","3","","946.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","Y","Y","Y","","","","","","STXM","TEM","SEM","SAXS","SANS","XAS","DFT (ORCA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Nasschemische Mikrowellensynthese","Sputtering","","","","","","","","","","","","112.74","473.35","124.35","172.5","63.15"
"1124","","1","en","1115497804","FZJ","","6","7","","","","","","","","7","","","","","","","","","","","","","","5","4","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.11","","","",""
"1125","","4","de","796387270","GSI","","6","7","","","","","","","","12","","","","","","","","","","","","","","3","2","","1","2","2","95","","","","","","","","","","Y","","","","","Y","","","","","","","","Y","","","","",".ROOT und .TSA","6","Root","VIVADO","DIAMOND","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","","Y","","","","Y","","","","","","","","Y","","","","","","","","","2","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","539.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","Teilchendetektoren","","","","","","","","","","","","","","","","RICH Detektor","TOF Detektor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.35","229.66","82.75","154.92",""
"1126","1980-01-01 00:00:00","5","de","460469245","GSI","","6","7","","","","","","","","12","","","","","","","","","","","","","","5","5","","3","5","2","","","","","","","","","","","","","","","","Y","Y","","","Y","","Y","","Y","Y","Y","","","","5","Linux","MacOS","Latex","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","Y","","Y","Datensatz ist leicht wieder zu generieren","1","","","Y","Y","","","","","Y","","Y","","Y","","Y","","","","","1","","1","","1","","","","","3","","3","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","Y","","","","","","","","","Y","Y","Y","","Y","","","2","3","3","2","3","2","","432.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Y","","","","","","","","","","","","Monte Carlo Modelle","Numerische Lösungen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.44","143.57","69.29","109.45","53.51"
"1127","1980-01-01 00:00:00","5","de","990428038","HZDR","","6","7","","","","","","","","10","","","","","","","","","","","","","","5","5","","3","1","2","90","","","","","","","","","","","","IBC","","","","","","Y","","","","","Y","","","Y","","","1","fiji","srim","python/jupyter","20","","Y","","","RODARE","","","","","","","","Y","Y","","","","Y","","","","","","","","","","","","","","","","","","1","","Y","Y","","","","Y","","","","Y","Y","Y","","","","","","","2","2","2","","","","","","","2","3","3","","","","","","","","","Y","","","Y","Y","","Y","Y","Y","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","","","","","","Y","","Y","Y","Y","","","Y","Y","","2","3","2","2","2","2","","462.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","Y","Y","","","","","","","Helium Ionen Mikroskopie","Elektronenmikroskopie","Rasterkraftmethoden","SIMS","SAM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.93","157.07","81.21","131.44","41.4"
"1128","1980-01-01 00:00:00","5","en","1036698589","FZJ","","6","7","","","","","","","","14","","","","","","","","","","","","","","5","5","","3","1","2","75","","","","","","","","","","","","ILL, MLZ, ORNL","","","Y","","","","","","","","","","Y","","","","1","JScatter","Datreat","Origin","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","Y","Y","Y","","","Y","","Y","","","","","Y","","","","","","","","","2","","","","","","","","","3","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","","","Y","","","","","","Y","","Y","Y","","Y","","3","2","2","2","2","2","","1978.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","Y","","","","","","","","","","neutron scattering spectroscopy","PFG NMR","small angle X-ray scattering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.95","1017.86","160.04","596.27","117.17"
"1129","1980-01-01 00:00:00","5","de","303183369","HEREO","","6","2","","10","","","","","","","","","","","","","","","","","","","","2","3","","2","3","2","0","","","","","","","","","","","","","Y","","Y","Y","","","","","Y","","Y","","Y","Y","","","4","Simulationssoftware","Origin","Excel","15","","","","Konferenzbeitrag","","","","","","Y","Y","","","Y","","","","","","Y","Y","","Y","","","","","","","","","","","","","0","","Y","Y","","","","Y","","Y","","Y","Y","Y","","","","","","","1","1","2","","","","","","","3","2","2","","","","","","","","","","","","Y","Y","","","Y","Y","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","Y","Y","","Y","","","","","","","","Y","","","","jeder macht sein eigenes System und nciht alle Kollegen arbeiten mit Struktur","","","","Y","","","Y","Y","","Y","","3","3","3","2","2","3","Mir würden Institutsübergleifende Lösungen am besten gefallen, auch wnen dieses aufgrund der unterschiedlichen Daten und Forschungsbereiche schwer sein kann, aber meist gibt es doch irgendwo Schnittpunkte.
Bei uns zB nutzen verschiedene Abteilungen und Institute (mit teils komplett anderen Forschungsthemen) alle die Gießerei oder die Metallographie. Und nur bei der Metallografie gibt es Ansätze Daten ähnlich zu erfassen und ähnlich zu speichern.","1054.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","Y","","Y","","Prozessparameter, mechanische Kenngrößen","","","","Lichtmikroskopie","Laserscanningmikroskop","EBSD","","","","(thermo)mechanische numerische Modelle","","","","","","Sensoren, Thermokameras, Maschinenprotokolle","Zugversuche, Stauchversuche","Härteprüfungen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.62","372.71","165.16","215.19","226.74"
"1130","1980-01-01 00:00:00","5","en","360264954","DESY","","6","7","","","","","","","","-oth-","Multiple areas crossing over physics, biology and material science","","","","","","","","","","","","","5","5","","2","2","3","100","","Y","","","","","","Y","","","","LCLS/APS/ESRF","","","","","","","Y","","","","","","Y","","","","6","gcc","python3.x","IDL","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","Y","","","","Y","Y","Log files","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","Y","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Poor technical solutions for collecting in a structured way","","Y","","Y","Y","Y","Y","Y","","","","","","","","","","Metadata seems to rely on standardisation, but experiments are not standardised - this poses a major logistical challenge","441.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","Y","Y","","","","","","","Crystallography/diffraction/MX","Coherent imaging/diffraction","Tomography/ptychography","XES","XAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.59","178.31","52.97","86.24","70.43"
"1131","","0","de","856886574","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1132","1980-01-01 00:00:00","5","en","1686676081","DESY","","6","7","","","","","","","","7","","","","","","","","","","","","","","3","4","","1","","2","","","","","","","","","","","","","","","","Y","","","Y","Y","","Y","","Y","Y","","","","","5","python","ImageJ","Synchrotron Radiation Workshop (SRW)","5","Y","","","","","","","","","Y","Y","","","Y","","","","","","Y","Y","","","","","","","","","","","","","","","1","","","Y","","","","","Y","","","Y","Y","Y","Y","","","","","","2","1","2","2","","","","","","2","1","3","3","","","","","","","","","","Y","Y","Y","Y","Y","Y","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","Y","Y","Y","","3","2","1","1","2","2","I am developing several software packages while keeping metadata in mind. Still, it is difficult to me to judge which metadata is relevant to include. At the moment, full dumps of configuration files and debug logs are included in structured data formats (HDF5), and unique identifiers are included in images (but those identifiers are only standardized internally).","875.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","Y","","Y","","","","","","X-ray Coherent Imaging","Ptychography","X-ray Scanning Microscopy","","","","Wavepropagation","Raytracing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.13","214.1","65.7","161.56","375.29"
"1133","","2","en","2009230751","DESY","","6","7","","","","","","","","3","","","","","","","","","","","","","","5","5","","1","2","1","90","","Y","Y","","","","Y","Y","","","","","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","","","","4","Matlab/Python","Origin","Labview","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","550.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","Y","Y","","","","","","","","","Spectroscopy","","","MD","DFT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118.96","431.25","","",""
"1134","1980-01-01 00:00:00","5","de","868586597","DESY","","6","5","","","","","","","","","","-oth-","Biochemie","","","","","","","","","","","5","4","","3","1","2","100","","Y","","","","","","Y","","","","","","","","","","","Y","","Y","","Y","","Y","","","mmCIF","0","XDS","Phenix","Coot","50","","Y","","","PDB","","","","","Y","Y","","","Y","","","","Y","","","","","","","","","","","","","","","","","","0","","Y","Y","","","","Y","","Y","Confluence","Y","Y","Y","Y","","","","","","2","2","2","2","","","","","","3","2","2","2","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Y","","","","Y","","","2","","2","3","","","","1259.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","Y","","","","","","","","Röntgendiffraktion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.15","271.0","308.47","483.32","116.36"
"1135","","4","en","511574312","DESY","","6","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","263.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.98","129.84","46.41","44.95",""
"1136","1980-01-01 00:00:00","5","en","2046389410","DESY","","6","7","","","","","","","","7","","","","","","","","","","","","","","5","5","","2","1","1","95","","Y","","","","","","","","","","","","","","","","","Y","","","","Y","","Y","","","","3","Matlab","Python","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","","Y","Experiments are quite special and datasets are useless without corresponding labbook entires/metadata. It would be extremly time consuming and challenging to document all these things in a way that someone not involved in the experiment could understand the data","1","","","Y","","","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","","Y","","for very customized experiments it is challenging to collect correct metadata sets in a structured way","","Y","","Y","Y","Y","","Y","","Y","","2","2","1","1","2","1","","650.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","Y","","","","","","","","","","x-ray diffraction","x-ray photoelecectron spectroscopy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.12","167.66","171.53","205.86","45.09"
