"id","submitdate","lastpage","startlanguage","seed","PERBG1","PERBG1_other","PERBG2","PERBG3","PERBG3_other","PERBG3ING","PERBG3ING_other","PERBG3GEO","PERBG3GEO_other","PERBG3MATH","PERBG3MATH_other","PERBG3PHYS","PERBG3PHYS_other","PERBG3LIFE","PERBG3LIFE_other","PERBG3BIO","PERBG3BIO_other","PERBG3MED","PERBG3MED_other","PERBG3AGRI","PERBG3AGRI_other","PERBG3PSYCH","PERBG3PSYCH_other","PERBG3CHEM","PERBG3CHEM_other","PERBG4","PERBG6","PERBG6_other","PERBG8","RSDP1_1A2","RSDP1_3A4","RSDP1b_1","RSDP1c_1","RSDP1c_2","RSDP1c_3","RSDP1c_4","RSDP1c_5","RSDP1c_6","RSDP1c_7","RSDP1c_8","RSDP1c_9","RSDP1c_10","RSDP1c_11","RSDP1c_other","RSDP3_1","RSDP3_10","RSDP3_11","RSDP3_12","RSDP3_13","RSDP3_14","RSDP3_15","RSDP3_2","RSDP3_3","RSDP3_4","RSDP3_5","RSDP3_6","RSDP3_7","RSDP3_8","RSDP3_9","RSDP3_other","RSDP7","RDMPR10_1","RDMPR10_2","RDMPR10_3","DTPUB6_1","DTPUB1b_1","DTPUB1b_2","DTPUB1b_3","DTPUB1b_other","DTPUB5_1","DTPUB5_2","DTPUB5_3","DTPUB5_4","DTPUB5_5","DTPUB3_1","DTPUB3_2","DTPUB3_3","DTPUB3_4","DTPUB3_5","DTPUB3_6","DTPUB3_7","DTPUB3_other","DTPUB4a_0","DTPUB4a_1","DTPUB4a_2","DTPUB4a_3","DTPUB4a_4","DTPUB4a_5","DTPUB4a_6","DTPUB4a_7","DTPUB4a_other","DTPUB4b_0","DTPUB4b_1","DTPUB4b_2","DTPUB4b_3","DTPUB4b_4","DTPUB4b_5","DTPUB4b_6","DTPUB4b_7","DTPUB4b_other","RSDP10","RDMPR1_0","RDMPR1_1","RDMPR1_2","RDMPR1_3","RDMPR1_other","RDMPR3_0","RDMPR3_1","RDMPR3_2","RDMPR3_3","RDMPR3_other","RDMPR7_2","RDMPR7_3","RDMPR7_4","RDMPR7_5","RDMPR7_6","RDMPR7_7","RDMPR7_8","RDMPR7_9","RDMPR7_other","RDMPR8_2","RDMPR8_3","RDMPR8_4","RDMPR8_5","RDMPR8_6","RDMPR8_7","RDMPR8_8","RDMPR8_9","RDMPR8_10","RDMPR9_2","RDMPR9_3","RDMPR9_4","RDMPR9_5","RDMPR9_6","RDMPR9_7","RDMPR9_8","RDMPR9_9","RDMPR9_10","DTPUB7_0","DTPUB7_1","DTPUB7_21","DTPUB7_22","DTPUB7_23","DTPUB7_24","DTPUB7_31","DTPUB7_32","DTPUB7_33","DTPUB7_41","DTPUB7_42","DTPUB7_43","DTPUB7_44","DTPUB7_51","DTPUB7_52","DTPUB7_61","DTPUB7_62","DTPUB7_71","DTPUB7_72","DTPUB7_81","DTPUB7_82","DTPUB7_83","DTPUB7_91","DTPUB7_92","DTPUB7_93","DTPUB7_other","RDMPR4","RDMPR5","RDMPR6_1","RDMPR6_13","RDMPR6_14","RDMPR6_15","RDMPR6_16","RDMPR6_17","RDMPR6_18","RDMPR6_19","RDMPR6_2","RDMPR6_20","RDMPR6_21","RDMPR6_22","RDMPR6_23","RDMPR6_24","RDMPR6_3","RDMPR6_4","RDMPR6_26","RDMPR6_other","RDMPR12_0","RDMPR12_1","RDMPR12_2","RDMPR12_3","RDMPR12_4","RDMPR12_5","RDMPR12_6","RDMPR12_other","RDMPR11_0","RDMPR11_1","RDMPR11_4","RDMPR11_5","RDMPR11_6","RDMPR11_7","RDMPR11_8","RDMPR11_9","RDMPR11_other","SERVC1_0","SERVC1_1","SERVC1_2","SERVC1_3","SERVC1_4","SERVC1_5","SERVC1_6","SERVC1_7","SERVC1_8","SERVC1_9","SERVC1_other","SERVC2_1","SERVC2_2","SERVC2_3","SERVC2_4","SERVC2_5","SERVC2_6","SERVC3","interviewtime","groupTime201","PERBG1Time","PERBG2Time","PERBG3Time","PERBG3INGTime","PERBG3GEOTime","PERBG3MATHTime","PERBG3PHYSTime","PERBG3LIFETime","PERBG3BIOTime","PERBG3MEDTime","PERBG3AGRITime","PERBG3PSYCHTime","PERBG3CHEMTime","PERBG4Time","PERBG6Time","PERBG8Time","groupTime202","RSDP1Time","RSDP1bTime","RSDP1cTime","RSDP3Time","RSDP7Time","RDMPR10Time","groupTime203","DTPUB6Time","DTPUB1bTime","DTPUB5Time","DTPUB3Time","DTPUB4aTime","DTPUB4bTime","RSDP10Time","groupTime204","RDMPR1Time","RDMPR3Time","RDMPR7Time","RDMPR8Time","RDMPR9Time","DTPUB7Time","RDMPR4Time","RDMPR5Time","RDMPR6Time","RDMPR12Time","RDMPR11Time","groupTime205","SERVC1Time","SERVC2Time","SERVC3Time","PERBG7","RSDP2_6","RSDP2_1","RSDP2_2","RSDP2_3","RSDP2_5","RSDP2_other","RSDP2b_7_1","RSDP2b_7_2","RSDP2b_7_3","RSDP2b_1-1","RSDP2b_1-2","RSDP2b_1-3","RSDP2b_2-1","RSDP2b_2-2","RSDP2b_2-3","RSDP2b_3-1","RSDP2b_3-2","RSDP2b_3-3","RSDP2b_5-1","RSDP2b_5-2","RSDP2b_5-3","RSDP2b_6-1","RSDP2b_6-2","RSDP2b_6-3","RSDP4","RSDP8","RSDP11","RDMPR6_10","RDMPR6_11","RDMPR6_12","RDMPR6_5","RDMPR6_6","RDMPR6_7","RDMPR6_8","RDMPR6_9","RDMPR6_25","groupTime220","PERBG7Time","groupTime221","RSDP2Time","RSDP2bTime","RSDP4Time","RSDP8Time","RSDP11Time","groupTime222","groupTime223","groupTime224","groupTime226","groupTime227","groupTime228","groupTime229","groupTime230","RSDP2_4","RSDP2b_4-1","RSDP2b_4-2","RSDP2b_4-3","groupTime211","groupTime212","groupTime213","groupTime214","groupTime215","groupTime191","groupTime192","groupTime193","groupTime194","groupTime195","groupTime206","groupTime207","groupTime208","groupTime209","groupTime210"
"372","","0","de","84703197","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"373","1980-01-01 00:00:00","5","de","453048891","DLR","","5","7","","","","","","","","2","","","","","","","","","","","","","","5","5","","1","2","2","","","","","","","","","","","","","","Y","Y","Y","","","Y","","","Y","Y","","","Y","","","","6","Eigene Software","Partnersoftware","","10","","","Y","","","","","","","","Y","","","","","","","Y","","","","","","","","","","","","","","","","","","1","","","Y","","","","","Y","Y","","","Y","Y","Y","Y","","","","","","1","1","1","1","","","","","","1","1","1","1","","","","","","","","","","","Y","Y","Y","","","","","","","Y","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","Y","","TDM","","Y","Y","Y","Y","","Y","","Y","","","","","","","","","Y","","","","","","","","","","","3","3","2","2","2","2","Manche Fragen sind nicht gut gestellt, ein Textfeld zur Ergänzung wäre angebracht: ist die Frage nach Rodaten (>1Tb) oder nach Level-1b Daten (<1Gb) , welche verarbeitet, gespeichert und für Veröffentlichungen genutzt werden, gefragt? Ein Textfeld war nicht anklickbar, hier musste ich etwas Unsinniges anklicken, um weiterzukommen. Die Alternative wäre Abbruch gewesen.  ","934.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.34","269.79","279.7","144.2","172.68","","","","","","","","","","","","","","","","","","",""
"374","1980-01-01 00:00:00","5","de","2139433832","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","3","5","","1","4","3","","","","","","","","","","","","","","","","","Y","Y","","","","","","","Y","Y","","","","2","Confluence","Python (Jupyter)","MS Office","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","","Daten fallen unter die Export Kontrolle.","0","","","Y","Y","","","","Y","Y","","Y","Y","","","Y","Y","","","","1","1","","","2","1","","","","3","3","","","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","Y","Y","Y","Y","","","","","","Y","Y","","","","Y","Y","Y","","2","3","1","1","2","2","","992.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.39","507.13","107.12","248.57","79.61","","","","","","","","","","","","","","","","","","",""
"375","1980-01-01 00:00:00","5","de","1081298540","DLR","","5","-oth-","Materialwissenschaften","","","","","","","","","","","","","","","","","","","","","4","3","","2","1","2","","","","","","","","","","","","","","","","","Y","","Y","","","","","Y","","","","","","4","ImageJ","Origin","InkScape","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","1","","Y","Y","","","","Y","","","","Y","Y","Y","","","","","","","3","3","3","","","","","","","3","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","Y","Y","Y","","","Y","Y","","2","3","1","2","3","1","","520.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.25","143.03","65.48","185.2","83.24","","","","","","","","","","","","","","","","","","",""
"376","","2","de","2053431775","DLR","","5","2","","4","","","","","","","","","","","","","","","","","","","","5","3","","3","4","2","","","","","","","","","","","","","","","Y","Y","","Y","Y","","","Y","Y","Y","","Y","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.17","87.85","","","","","","","","","","","","","","","","","","","","","",""
"377","1980-01-01 00:00:00","5","de","1185995221","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","5","3","","1","4","3","","","","","","","","","","","","","","Y","","Y","Y","Y","Y","Y","","Y","","Y","","Y","","","","5","Linux","VSCode","MS Office","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","Y","","Y","","1","","Y","Y","","","","Y","","Y","","Y","Y","Y","Y","","","","","","3","2","1","1","","","","","","3","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","Y","","","","","","Y","","Y","Y","","Y","Y","Y","Y","","3","3","1","1","3","1","","475.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.11","130.43","75.92","166.15","62.21","","","","","","","","","","","","","","","","","","",""
"378","","1","de","345025494","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","4","5","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.25","","","","","","","","","","","","","","","","","","","","","","",""
"379","1980-01-01 00:00:00","5","en","1247490096","DLR","","5","-oth-","Transportation","","","","","","","","","","","","","","","","","","","","","5","4","","1","1","5","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","2","python","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","0","","","Y","","","","","Y","Y","","Y","Y","","Y","","","","","","1","1","","1","","","","","","3","3","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","Y","","Y","","","Y","","","Y","","","","","","","","","","","Y","","","","","","","","3","3","","","3","","","635.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.72","83.23","50.03","299.23","126.51","","","","","","","","","","","","","","","","","","",""
"380","","0","de","1091595230","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"381","1980-01-01 00:00:00","5","de","772407219","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","3","3","","1","1","2","","","","","","","","","","","","","","","","Y","","","","","Y","","","Y","","Y","","","","0","Python","LabView","Outlook","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","Y","","","2","","Y","","","","","Y","","Y","","Y","Y","Y","","","","","","","2","2","2","","","","","","","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","Y","","","","","","","","","","","","","","","Es gibt unterstützende Angebote?","3","3","1","2","2","3","","382.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.61","97.07","61.2","101.06","69.22","","","","","","","","","","","","","","","","","","",""
"382","1980-01-01 00:00:00","5","de","962940071","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","1","2","","1","5","2","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","","","","Y","","","","","","3","CFD Software","Machine Learning Libraries","CFD Visualisierungssoftware (e.g. TecPlot, ParaView)","30","","","","Bisher gar nicht","","","","","","","","","Y","","","","","","","","","","","Y","","","","","","","","","","","","0","Y","","","","","","","","Y","","","","Y","","Y","","","Y","","","","1","","1","","","1","","","","1","","3","","","1","","","","","","","","","","","Y","Y","","Y","","","","Y","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","Y","","","","","","","","Y","Y","Y","Y","Y","Y","Y","","2","3","2","3","3","2","","455.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.88","139.33","87.81","115.81","70.65","","","","","","","","","","","","","","","","","","",""
"383","","1","de","2088194430","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","4","3","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0","","","","","","","","","","","","","","","","","","","","","","",""
"384","1980-01-01 00:00:00","5","de","563468670","DLR","","5","2","","10","","","","","","","","","","","","","","","","","","","","1","3","","1","3","2","","","","","","","","","","","","","","","","Y","Y","","","","","","","","","","","Y","","1","Python","Excel","SPSS","75","Y","","","","","","","","","","Y","Y","","Y","","","","","","Y","Y","Y","","","","","","","","","","","","","","0","","","Y","","","","","","Y","","Y","Y","","Y","Y","","","","","2","2","","2","2","","","","","3","3","","","","","","","","","","","","Y","Y","","","","","","","","Y","Y","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","Y","","","","Y","Y","Y","","Y","","","","","Y","","","Y","","","","Y","","","","","","","","","","","3","3","3","3","3","3","","722.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.98","154.1","122.26","371.88","30.95","","","","","","","","","","","","","","","","","","",""
"385","1980-01-01 00:00:00","5","de","841662084","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","3","3","","1","4","1","","","","","","","","","","","","","","","","Y","","","","Y","","Y","","","","","","","","4","Tecplot","TRACE","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","1","Y","","","","","","","","Y","","","Y","Y","Y","","","","","","","","1","1","","","","","","","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","","","","Y","Y","","Y","Y","","Y","Y","","3","3","2","2","3","3","","435.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.76","116.76","34.1","130.0","94.35","","","","","","","","","","","","","","","","","","",""
"386","1980-01-01 00:00:00","5","de","166414207","DLR","","5","-oth-","Robotik","","","","","","","","","","","","","","","","","","","","","2","3","","1","4","1","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","4","Robot Operation System","C++ (everything to develop/compile)","Python (everything to develop/run)","0","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","1","","","Y","","","","","","Y","","Y","Y","Y","","","Y","","","","1","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","Y","","","","","","","","","","","","","","","Y","","","2","3","3","","","2","Als wissenschaftliche Daten sind hier überwiegend Quellcode anzusehen.","634.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.3","183.93","61.3","286.09","72.24","","","","","","","","","","","","","","","","","","",""
"387","1980-01-01 00:00:00","5","de","838208197","DLR","","5","4","","","","1","","","","","","","","","","","","","","","","","","5","3","","3","5","2","","","","","","","","","","","","","","Y","","Y","","","","Y","","Y","","","","","","","","6","nco","cdo","python","5","Y","Y","","CERA Datenbank am DKRZ","ZENODO","CERA Datenbank am DKRZ","","","","Y","","","Y","Y","","","","","","Y","Y","Y","Y","","Y","","","","","","","","","","","1","","","","","DKRZ, LRZ","","","","Y","","Y","Y","Y","Y","","","","","","1","1","2","1","","","","","","2","2","2","2","","","","","","","","Y","Y","Y","","Y","","","","","Y","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","","","","","","Y","","Y","Y","Y","Y","","","Y","","2","3","3","3","3","3","","2162.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.04","118.69","137.42","1796.74","47.34","","","","","","","","","","","","","","","","","","",""
"388","1980-01-01 00:00:00","5","de","749332481","DLR","","5","2","","6","","","","","","","","","","","","","","","","","","","","2","3","","1","3","2","","","","","","","","","","","","","","","","Y","Y","","Y","Y","","Y","","","","","","","","3","Dymola","Python","Matlab/ Simulink","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","Y","","Y","","","0","","","Y","","","","","Y","Y","","","Y","Y","Y","","","","","","","2","2","2","","","","","","","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","Y","Y","","","","","","","Y","Y","Y","Y","Y","Y","Y","","3","3","2","3","3","3","","443.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.53","136.01","48.32","154.52","63.99","","","","","","","","","","","","","","","","","","",""
"389","1980-01-01 00:00:00","5","en","1546593688","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","5","3","","1","2","2","","","","","","","","","","","","","","","","","Y","","","Y","Y","Y","","Y","","Y","","","","2","Labview","Tecplot","Fortran","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","1","","Y","","","","","Y","","Y","","Y","Y","Y","Y","Y","","","","","1","2","2","1","2","","","","","3","2","2","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","Y","","","","","","Y","Y","","Y","Y","Y","","","","","2","3","2","","2","1","","749.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.8","184.63","129.05","265.67","94.71","","","","","","","","","","","","","","","","","","",""
"390","1980-01-01 00:00:00","5","de","1922823130","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","2","3","","2","1","1","","","","","","","","","","","","","","","","Y","Y","","Y","","","Y","Y","","","Y","","","","1","Python","Excel","PostGreSQL/ MSAccess","0","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","Y","","","0","","","Y","","","","","","Y","","Y","Y","Y","","","","","","","1","1","1","","","","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","","","Y","Y","","","","","3","3","3","2","2","3","","415.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.1","123.56","49.86","147.61","49.07","","","","","","","","","","","","","","","","","","",""
"391","","1","de","1044934141","DLR","","5","7","","","","","","","","3","","","","","","","","","","","","","","","-oth-","Labortechniker","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","197.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","197.73","","","","","","","","","","","","","","","","","","","","","","",""
"392","1980-01-01 00:00:00","5","de","2042696560","DLR","","5","2","","4","","","","","","","","","","","","","","","","","","","","5","3","","2","4","3","","","","","","","","","","","","","","","","","","","Y","Y","","Y","","Y","","Y","","","","2","interne ""Prototypen""","git","Power Point","5","","","","Hinweise zu Quellen der Anbieter","","","","","","","","","","","Y","","","","","","","","","Y","","","","","","","","","","","","1","","","Y","","","","","","Y","","","Y","","Y","","Y","","","","","1","","1","","2","","","","","3","","3","","2","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","Y","Y","","","2","2","3","1","2","2","","1375.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.28","748.44","202.4","222.22","120.26","","","","","","","","","","","","","","","","","","",""
"393","1980-01-01 00:00:00","5","de","143175163","DLR","","5","2","","5","","","","","","","","","","","","","","","","","","","","3","3","","1","2","1","","","","","","","","","","","","","","","","Y","Y","","Y","Y","","Y","","","","Y","Y","","EIgene Binärfiles","4","Matlab","Python","Office","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","1","","Y","Y","","","","Y","","Y","Internes Wiki","Y","","","","","","","","","2","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","","","","","","","Y","Y","Y","","Y","","Y","Y","","3","3","3","2","2","3","","375.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.29","94.48","90.84","110.65","42.61","","","","","","","","","","","","","","","","","","",""
"394","1980-01-01 00:00:00","5","de","1218582618","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","3","3","","1","1","1","","","","","","","","","","","","","","Y","","Y","Y","Y","","","","","","Y","","","","","","4","ZEMAX","Altium Designer","Solidworks","5","","","","","","","","","","","Y","","","","Y","","","","","Y","","","","","","","","","","","","","","","","0","","","Y","","","","","Y","Y","","Y","","Y","Y","","","","","","1","","1","1","","","","","","3","","2","2","","","","","","","","","","Y","Y","","","","Y","Y","","Y","","Y","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","Y","","","Y","","","","","","","","","","","","","","Y","","3","3","2","2","1","3","","479.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.55","105.51","99.61","164.73","47.51","","","","","","","","","","","","","","","","","","",""
